Ref8537_QC1_20230414_1	Ref8537_QC3_20230414_1	Ref8537_QC4_20230414_1	Ref8537_S11_20230414	Ref8537_S35_20230414	Ref8537_S49_20230414	Ref8537_S52_20230414	Ref8537_S60_20230414	Ref8537_S65_20230414	Ref8537_S69_20230414	Ref8537_S75_20230414	Ref8537_S79_20230414	Ref8537_S82_20230414	Ref8537_S88_20230414	Ref8537_S94_20230414	Ref8537_S100_20230414	Clinspect_E_coli_A_QC1_Slot1-6_1_8640	Clinspect_E_coli_A_QC2_Slot1-15_1_8649	Clinspect_E_coli_A_S7_Slot1-24_1_8673	Clinspect_E_coli_A_S14_Slot1-11_1_8645	Clinspect_E_coli_A_S20_Slot1-20_1_8669	Clinspect_E_coli_A_S29_Slot1-19_1_8667	Clinspect_E_coli_A_S34_Slot1-18_1_8666	Clinspect_E_coli_A_S39_Slot1-26_1_8675	Clinspect_E_coli_A_S47_Slot1-14_1_8648	Clinspect_E_coli_B_QC3_Slot1-23_1_8672	Clinspect_E_coli_B_S58_Slot1-5_1_8639	Clinspect_E_coli_B_S78_Slot1-17_1_8665	Clinspect_E_coli_B_S85_Slot1-12_1_8646	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_017_R2	BBM_673_P283_01_VEB_024_R3	20230516_EXPL1_LiSc_SA_S610_RT_25_s2	20230516_EXPL1_LiSc_SA_S610_RT_26_s9	20230516_EXPL1_LiSc_SA_S610_RT_29_s24	20230516_EXPL1_LiSc_SA_S610_RT_33_s44	20230516_EXPL1_LiSc_SA_S610_RT_35_s51	20230516_EXPL1_LiSc_SA_S610_RT_36_s56	20230516_EXPL1_LiSc_SA_S610_RT_38_s68	20230516_EXPL1_LiSc_SA_S610_RT_39_s72	20230516_EXPL1_LiSc_SA_S610_RT_41_s81	20230516_EXPL1_LiSc_SA_S610_RT_42_s89	20230516_EXPL1_LiSc_SA_S610_RT_43_s92	20230516_EXPL1_LiSc_SA_S610_RT_44_s96	20230516_EXPL1_LiSc_SA_S610_RT_46_QC2_LabD	20230516_EXPL1_LiSc_SA_S610_RT_47_QC3_LabD	20230516_EXPL1_LiSc_SA_S610_RT_48_QC4_LabD	CVT09_QC2_LabE_X024	CVT09_QC3_LabE_X025	CVT09_s3_X002	CVT09_s10_X003	CVT09_s13_X004	CVT09_s16_X005	CVT09_s28_X007	CVT09_s31_X008	CVT09_s36_X009	CVT09_s50_X011	CVT09_s59_X013	CVT09_s61_X014	CVT09_s73_X016	CVT09_s77_X017	CVT09_s84_X018
P0AD07	9243050	10272600	11009600	3699960	7868460	7138750	1897820	7056280	2342650	NA	4254750	8292450	2951040	3010700	3558200	2393960	55767.3	46017.6	90255.4	56571.8	66388.8	54834.1	77771.3	79820.5	44706.4	72530.6	55486.3	46339	59311.7	4576830	3551430	2799870	2884410	2403230	3004910	3519670	2304530	2991280	2696960	3333720	1755410	2594360	2611580	1540420	1678860	1606380	1830790	1979240	1854980	1809930	1967850	1852070	1786330	1865860	1870550	1665490	1937730	1940570	538618	418081	554449	475501	529251	540650	439448	535421	410761	578557	626554	619226	607282	553827	512604
P75672	1297870	NA	939417	1713810	1702410	733621	NA	988570	768390	212824	741592	NA	699844	1314720	NA	1460370	10579.2	10627.2	12037.1	11093.2	10683.9	8605.06	9190.36	15277.3	10147.5	11989.7	10457	11951	8420.46	517260	544923	623628	543140	760176	609031	482366	938901	627026	570475	612333	559262	427505	444893	408784	428338	419689	432523	362570	355787	491945	404479	412017	421674	359437	377790	498762	348682	358238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P09099	2469010	1990320	1834020	2332950	2276100	3025250	2235230	1910240	2051000	2081520	2124650	2326710	2005250	2198500	2514280	1847610	30304.2	35660.8	42739.3	37564.2	35533.6	37870.2	40806	41549	42721.3	29548.3	37148.7	33019.4	31744.9	1254860	1276230	1363780	1244630	1436420	1209650	1249130	1730650	1204120	1265950	1202060	1027700	1230690	1237750	2916970	2709580	2597020	2768400	2248300	2116130	2191010	2094880	2182690	2061050	2098500	2101770	2689440	2224030	2378160	648603	608788	657946	739832	583896	629791	659125	645844	635756	715693	505765	612519	610892	615753	539325
P25748	16269400	6024510	4541830	19433500	17688900	16660200	4547640	5360220	7473150	3354280	4294460	5600040	6258780	5114040	4872700	3152610	8920.93	12925.9	10351.4	10377.8	12176.1	10385.9	11423.3	6724.79	11617.2	8065.28	4705.49	4284.12	3936.91	415905	437465	530839	442299	461731	452836	466956	454558	378919	527298	628117	NA	NA	127214	364458	389456	354168	356514	321974	281481	321239	184450	314126	279016	295997	299775	388863	219602	140119	99345.7	111921	88577.4	111077	104723	89797.6	100155	96250	NA	84513	NA	NA	NA	NA	NA
P0AFE4	61274100	42064600	48198100	83709000	60167500	60252700	42242500	49055400	71755100	45216000	76856600	48004400	42704900	35937100	50994200	44115200	11133.4	7960.4	3988.22	14036	8459.2	7151.72	8473.32	3417.48	8917.61	8127.58	3325.28	7559.25	6192.4	543253	643112	729917	731581	625019	675915	810545	699326	754738	826062	780689	446000	573204	620272	865718	958390	1043650	980437	647263	664189	686667	673218	543924	637490	571913	633094	890712	705554	552823	178775	195524	181437	112475	148479	176144	159957	139929	213388	160320	107702	113283	148836	145136	114047
P76076	1591420	1404440	1180430	1100370	1255080	1271560	1218360	1327020	1389780	1079270	1204590	1383870	1100520	1076900	1371440	1288250	31123	48616.3	52210.3	54451.4	36153.3	40088.9	48053.9	43984.2	48610.1	47363.1	44882.5	47642.3	48266	4847940	4104730	3718080	4043730	3416560	3944180	4032140	2949160	4221310	3934410	3395200	2854210	2838790	2773100	546802	576159	575841	623709	577808	579479	576386	657818	643976	591640	655337	540529	575528	587416	668754	276272	266681	160663	247348	206842	285380	256069	279143	172550	255344	234521	232675	210105	262436	244323
P0CF66;P0CF67;P0CF68;P0CF69;P0CF70	NA	109983	109828	97444.4	47021.8	89017.3	173305	117017	189141	421812	162504	222908	109253	125893	231980	62495	5771.31	NA	NA	5531.6	6496.17	6360.48	8158.25	3701.32	7772.82	NA	7575.66	6741.88	7215.4	1586340	1375260	1025200	1327520	1127830	1287480	1217270	482714	1314420	1324720	1082500	1246010	920660	799927	975520	923098	1084210	1050920	1290930	1155490	1007330	1284670	1161580	1196530	1357090	971543	692323	1086320	1062610	306174	217766	256696	247258	342996	265272	202619	192304	233356	163292	251236	183338	198127	227973	177094
P24077	328131	251515	427075	506207	293781	241740	187681	201935	341273	111333	425247	321446	413815	308301	140524	431854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39617.9	NA	29865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P39836	187523	148643	162332	182583	98566.4	92607.9	125096	115586	234956	57085.4	98875.9	119417	149997	126414	112115	103003	682.001	5631.3	3083.25	3591.11	2861.19	1099.04	5445.53	943.284	1518.44	421.764	2233.45	757.716	2796.2	352484	385388	323965	420284	226748	284269	433049	247241	352972	291857	355170	206583	299715	218749	92243.2	99131.1	95756.8	117701	95625.7	76041.1	72309.7	85046	64904.1	81191.4	58329.6	78455.1	69811.1	75448.2	74058.6	52409.7	37898.3	46694.6	13674.1	39853.9	52988.3	57576.6	56933	56850	56407.6	55272.2	61712.8	53741.5	27467.1	45789
P0AFK2	536552	220817	228781	515520	557980	443230	288437	434429	297296	299258	409853	322866	407006	411491	251275	507244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89347.3	111587	161942	123514	41534.4	35147.1	25558.5	37439.7	42366.3	29323.7	22627.1	42707	48569.4	57867.5	44264.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A5A614	2130880	1451390	1060400	2009760	2512120	1882990	1352600	1749970	1534800	1743150	1532870	1294100	1536410	1536390	1353330	1532600	5788.89	NA	5558.63	9698.82	8084.36	7785.18	4610.66	NA	9275.79	5198.91	NA	NA	NA	3453040	2545130	1732740	2782310	2051640	2317520	2186650	1176310	2483230	1993370	1753510	703548	904637	908809	776672	635423	824731	740596	471924	576542	435762	529543	444093	436750	505514	509742	837203	533565	467394	124817	106969	109830	82472.7	101943	124274	100481	99143.4	106599	141574	50894.8	79134.9	61544.1	59908.5	67548.8
P0AAR8	2064850	1188880	692459	1814970	2037130	2027260	1096320	1022560	869227	485326	NA	NA	1039500	883712	799580	1095620	26796.1	31324.9	24520.8	35699.3	30379.2	26705	21896.6	15528.9	44753.5	5502.14	10521.7	1836.89	12454.2	4177790	2981920	2207310	2703140	3851900	2521620	2252890	1764230	2394660	2545080	2242210	429468	502194	367740	1029790	887871	728040	929343	283343	246130	255838	326615	283517	266710	297046	265543	983727	282462	318749	437818	542861	477788	348305	439956	485562	469226	457910	420156	412046	837222	707446	259143	NA	687600
Q47156	2235260	1705180	1296900	1846290	2728890	3887790	2293250	2226060	NA	2465480	1385040	2205870	1957090	1924090	2109480	2249820	2337.03	NA	NA	1045.95	2682.97	3263.29	1457.95	NA	1276.64	NA	1000.28	NA	1630.75	4073050	3617110	2865680	3493710	2736650	3453610	3764590	2032240	3806550	3707530	3471810	2792780	2210860	2088110	1150980	1302640	1261020	1473780	1088930	1072450	1067330	1061470	1200450	1028780	1241510	1056180	1252920	970665	1162050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AAD6	196170	180787	100551	131315	75306.2	31950.5	55165.9	56904.5	66626.9	18186.1	NA	59902.2	98019	67153.5	42704.1	44585.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47447.5	89961.2	82566.5	54424.2	59499.4	57258.1	44942.3	152813	96952.8	55494.7	48111.4	35358.3	NA	44933.5	33335.5	39286.5	48396.1	42826.6	NA	16715.2	13276.1	NA	21430	9916.17	6105.37	19207	25002.5	12007.1	22485.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P06989	8875000	13748500	17356600	7823590	6693680	5398960	12314000	16297000	14486500	14066700	21326900	12904100	16674500	12950900	13670600	16270900	63258.2	106239	102892	82049.7	67261.9	61588.5	92434.4	80819.4	75023.6	201558	195262	166632	124383	6734550	5544290	6496580	6277440	8321510	7491170	6919100	5799240	6814540	6215500	6661440	9722710	12787400	15312600	5883500	5665980	5574840	5764610	15355900	16916300	15127600	14485000	12421900	13854200	11834100	12310900	5408660	12771200	13832000	1599020	1696960	1505350	1443060	1475660	1504870	1538950	1577680	1584950	1640480	3760530	3516960	3499790	2894910	3335570
P60472	21724000	23219000	26739600	26287900	22043500	24819000	21002300	26012700	23415500	27328000	25580700	20173100	24084800	21976200	23299800	27172700	26754	23825.1	26423.9	25730.7	31838.3	26194.3	27780.5	20753.4	26148.5	9716.41	26534	4652.94	28919.1	2620070	2771830	3040120	2583430	3028150	2748390	2610740	2895440	2822770	3099310	2928330	2570990	2929580	2757930	2935610	2935130	2633530	2655710	2377880	2486340	2548470	2455060	2377040	2469800	2341270	2497420	2704980	2456610	2347320	603645	600729	582759	550188	577033	572148	575179	573663	548273	524668	473873	519135	521730	504064	499356
P21515	266730	347169	467118	346847	324624	411990	446286	476140	359657	490180	422915	416789	374275	368378	494758	325363	18130.4	23080.9	23337.2	23216.4	21122.4	29748.3	25991	18621.5	20119.8	22559.6	22047.6	15832.8	19135.1	450488	546497	554429	564054	531183	553459	772073	739421	672104	588097	629986	768215	837769	714367	487481	469168	488240	562968	589457	604735	628868	536820	568945	642287	567105	623510	432105	752653	544300	127153	114253	69276.1	147239	129064	90104.7	115210	127431	83762.1	138014	117781	152780	126848	95135.1	112453
P0A8H8	4802280	5268090	4779940	4987260	5285790	3874650	6033190	6207900	5315880	6636530	5017050	5249840	4717120	4716620	5943120	5614010	66008.5	54814	62418.7	72524.7	70341.8	65788.4	57895.5	54900.7	72143.1	42593.1	61779.1	49287.8	62151.1	6966480	4787360	5408700	3334670	4552020	5482620	6053640	2870520	5839080	5597020	5396470	5320200	4517300	3963040	860160	910560	841594	851048	932990	969390	923046	985933	872672	940463	982497	864722	761046	905340	961807	946411	901603	719369	847795	857626	1117370	894494	999452	972650	1021590	818281	1105580	1017190	971936	926624
P0ACG8	3391260	2455700	2771790	3101780	3293410	2463050	2353240	3082360	2342580	2367790	3018820	2603910	2733240	2588030	2287680	3148340	19117.3	30553	27455.4	23360.1	27357.4	18214.2	26668	23843.2	21069.3	20091.8	27942.9	26081.7	20200.4	2592410	1960770	2024570	2105420	1830220	2185040	1972610	1449370	2521480	1961420	2006140	1442160	1500530	1412270	1078250	1180070	1140300	1056480	1183590	1190080	1064060	1127420	1208990	1180880	1152030	1164480	1186000	1108730	1124730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P76575	7880970	2974180	3048630	10918700	10955800	8289380	2666160	3671440	2546730	7406020	3938300	3083300	3273830	2131690	4536500	3956640	73430.4	97127.5	99150.2	105043	114278	110947	117795	84503	101483	17729.4	49615	27796.4	26463.3	3109220	2447250	2120840	2683500	1075540	2452420	3131720	1533540	2812140	2489620	2331830	1043460	951388	970787	1869390	2390250	1951480	2046270	1017360	915421	1642690	1120230	911733	864431	847264	745602	1593230	766251	1009040	248511	317593	171080	284285	268842	343472	287226	297160	196162	280966	167537	232466	191545	115436	150465
P45771	9286840	5156180	2829320	8956830	10888600	11270000	5958140	6480630	5667160	7544390	5693460	5225280	4447200	4490960	6759870	5072670	51036.5	61115	74806.9	57273.2	57745	50287.9	52546.5	62964.1	71683	30221.7	30320.4	38548.2	26210.1	6754330	6268910	5080280	3959360	5188270	5958410	5084340	4329460	6103970	5741620	4740250	3673090	2698130	2389220	2756030	2203240	2049080	2352630	1492580	1603380	1725300	1542380	1370970	1518670	1546170	1536170	1961650	1402780	1393890	1020270	974471	847214	934908	879601	1035500	898605	895006	799531	890652	552477	626946	522859	524761	634040
P39405	114840	NA	288518	NA	NA	NA	208148	362084	402248	146598	506032	283995	520658	372609	128332	369111	2573.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	6178.22	5210.16	2580.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1399050	NA	2822620	2617860	2206780	2708430	2413160	2582070	3095240	2619460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q46927	4595250	7202630	5259100	3656910	2383400	4413200	7055150	4027770	5979400	5046200	4304400	6147950	4817450	5073190	7278940	4107390	26335.7	15504.7	13792.1	24109.1	18344.7	25161.6	21387.8	12083.1	27607.8	10097.1	27219	10836.2	25622.1	1307400	1581880	1856210	1382660	1673060	1535170	1425430	1807240	1473910	1537360	1479810	2395400	2262450	2142840	1736640	1724900	1728470	1681310	1879210	1789390	1880490	1861010	1768000	1844330	1770560	1704180	1600140	1946040	1913060	367650	330419	373645	417671	337964	361720	353390	410595	366066	383716	501699	415342	403041	459996	405453
P45769	3850820	NA	1228810	3087150	2249230	2832540	NA	NA	NA	NA	NA	1065680	NA	NA	1105570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P09163	829417	499727	612670	781380	524112	449013	552789	441702	508409	676438	572099	448237	663293	652830	501973	399818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1680380	1125160	1232520	984619	1077200	1175020	1272600	1081590	1179040	1437900	1139440	1005210	979054	879758	430290	440639	439040	373782	383005	369336	398772	385777	386245	347559	400444	382426	426049	365013	393464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q2MB16	2811220	2633690	3211650	3057240	1986930	2265340	4472340	3120850	4151890	2125580	3176100	2776600	4170790	3266580	2166180	3499910	20886.1	35092.8	34918.5	28828.4	29781.2	27997.1	42814.2	22253.2	31288.5	26130.8	31001.7	18194.1	29383.9	2316940	2441640	2563430	2917960	2015150	2355500	2856860	1889070	2377070	2530140	2864910	1657840	2851170	2576230	1413810	1545480	1477020	1482610	1307760	1545530	1368430	1275640	1419590	1222130	1269030	1346130	1468280	1393310	1320320	931121	736083	1003690	804803	1082910	917272	667283	929594	1132120	793737	1095200	871516	854429	884757	883271
P0C037	12627700	12428100	10301200	15401300	15593800	12896300	14084900	16871300	13931700	14804900	15020200	12858600	13720800	11243300	11596500	13313500	387408	82523.4	14322.5	170058	162311	396950	83570.6	25122.8	118198	23503.5	289185	8514.93	142369	24309900	24125100	23677300	24634800	18333600	25905400	26270800	16832200	25806900	21784100	24830600	22978100	23924200	22618900	10661500	12436400	10451300	9380680	12783600	7788610	13570700	13148300	12258900	11623700	12771600	11457400	10361800	11893800	12586100	936580	1174130	885795	965470	1066430	1057580	1264080	1137480	853051	1146510	1014570	1027240	1214670	835124	780356
P0A8Z3	3965550	2861460	3054740	2657600	3856270	3045740	4743050	1614840	3205590	2765390	2173810	3147750	2297890	2493880	3490610	2134090	5401.6	7075.6	3782.42	6164.61	5488.39	5003.3	6218.19	NA	6405.17	7101.08	6800.97	NA	5484.56	997290	823027	801450	808916	732246	756784	718865	600889	742206	835795	797128	472656	772771	592420	1685220	1506630	1586360	1687600	1821200	1902930	1551420	1740060	1957600	1953870	1533010	1906350	1841770	1729420	1758070	645771	643114	618181	597337	614588	658245	535722	588106	615982	564520	487310	511920	622932	608319	575342
Q46834	10652500	8930240	7878370	10536400	7626110	13512000	8243670	6012540	6699940	10220100	4605310	9610190	6136860	8026450	7088970	6715680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P31122	250449	594971	677892	187407	212676	97194.7	654713	821529	726633	393975	1019680	459039	1068030	977657	468734	891363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q47689	1021600	433742	780770	1020510	868147	727425	270279	756741	679564	614388	1044650	651519	955096	816197	691774	772518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36678.7	31566.8	20215.9	28514.2	26420.3	32345.6	21390.8	23643.9	27412.6	28089.9	17228.7	23634.3	NA	33636.4	26001.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P64564	15461500	5392880	6981940	14017900	21946200	4295300	5871560	5624560	7106580	2867830	9039920	4327060	13953400	9834820	3902920	6880670	3021.83	13582	8015.43	11811.1	12750.2	6901.45	14328.3	NA	7211.01	NA	4042.34	1178.69	5488.32	1379210	1577920	887378	1194190	776562	669598	1231300	763992	1298250	844804	688430	288158	446747	565627	1156320	1691440	2481410	2462240	1123290	1004870	890742	718781	639433	892579	582552	766407	1005610	918738	984246	364839	339335	460681	257372	535468	421450	376322	381969	599912	506185	263054	309870	329518	397166	542377
P0ACH8	931182	562287	503429	865127	673922	905870	477360	412260	620967	453505	356028	555024	505272	392030	549364	254791	9174.54	11149	11833.2	8993.07	11159.4	9046.62	11298.8	9839.2	11364.7	5233.78	7148.2	3694.75	6713.12	452579	602025	547523	526178	565002	444833	526883	453240	462874	548431	676850	NA	166656	207617	914446	881044	774595	804109	677922	390396	318197	431795	523648	410627	727540	601196	894355	529454	730835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0DM85	2251870	1047960	1212470	2124380	1604150	2821490	1035480	361602	1382650	876643	1843930	1393890	1308340	1010810	1399120	1444780	8218.33	10583.1	13563.9	13841.4	13458.3	12354.5	10509.3	13289.4	12551.9	6584.95	7952.72	8895.7	6841.17	533736	436981	490312	514114	309679	459929	383612	272371	398783	456228	480708	367836	319179	263016	159384	271462	230476	168338	122474	165760	142971	121879	112360	131445	110170	120565	194700	140118	105768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P76194	8378830	11245700	9494560	11938800	7385850	10039900	11001000	11912800	10668800	10830400	10483600	8168260	12055100	11125300	9448910	10325400	43289.4	44842.8	48718.7	47553.3	37715.7	44292.1	50450.7	40347.3	42490.8	39744.1	42118.6	16719.9	38489	3388150	3227570	2961040	5533350	3029070	3762360	4183940	2337300	4180860	2955190	3238460	2527660	2485310	2777930	2475800	2985990	3031120	2929290	2567050	2504070	2427480	2614230	2840940	2706510	2882110	2516950	2746970	2099130	2543250	463244	450321	430221	345882	478978	495405	395392	354725	384424	417054	511683	434338	396843	507108	484711
P75811	2549300	1557880	1052270	1960030	1629620	1605570	1902190	2355020	NA	2100270	1921970	1747540	NA	1666630	1689460	1464870	9168.22	11823.8	11833.1	10577	11436.4	10747	10538.7	12429.2	10853.6	8436.51	8163.13	5944.14	8393.57	105842	NA	184311	147293	148391	NA	NA	262930	NA	NA	132675	208987	NA	NA	169163	216286	204952	254762	180145	202548	457172	207493	261987	649347	257753	300360	232214	NA	143984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AD53	2910010	3341850	3671660	4239920	3455610	2933840	3498190	3901060	2433270	3785840	3508110	3894790	3121730	3661730	2507420	4459520	40449.3	60441.5	57689.2	51795.8	33559.2	55468	71277.1	40100	41799.6	47294.4	58317	53998.7	38866.7	1783180	1780890	1778110	2897950	1203500	2034570	2941010	1201380	2296470	2143680	2169280	1966910	2085990	1882230	740724	1027220	955382	1004660	966427	1122000	1005130	1114100	1055720	1000660	1013220	1030770	981435	1166240	1025130	378142	472772	251450	554606	403440	401080	537451	476833	245082	428863	457725	516491	309531	473405	470852
P52094	1999840	1492140	1824190	1779820	1443590	1447060	1155610	1399750	1739670	1462050	1482220	1207370	1798810	1461470	1589730	1540900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	305406	212897	226263	368129	192501	241542	481687	603946	180355	151751	201943	285736	244734	228232	190347	242931	292182	236749	253518	242407	288456	209643	244145	254215	198877	218691	197443	281150	264686	110092	133822	45319.2	141968	89164.8	121838	106876	58538.1	74278.2	80768.6	NA	100218	69525.2	113617	NA
P76221	NA	NA	2240050	NA	3207340	NA	NA	3947370	NA	NA	4533600	1996220	5719240	4190550	1287780	5021440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AEF0	7197860	6379680	5368840	5466900	7126510	6961150	5635450	5381130	5676460	6556700	5571130	5115860	4613200	5283840	6457570	5338460	25076.4	25704	22037.7	22181.1	25026.9	28507	24318.7	21757	24266.8	17440.9	20495.1	14608.6	21244.9	1856880	1905070	2083890	1408470	1985720	1939500	1542890	2349340	1640530	1911510	1754340	2010490	1751100	1813830	1100030	980489	882994	882657	914088	829377	870491	866837	870194	848342	905082	937538	976071	953639	858643	562045	434031	602554	531440	693987	418417	540738	470270	340050	609663	554588	472204	562291	703376	543486
P17444	NA	352169	545805	NA	NA	NA	491124	483095	509092	545589	558470	493887	NA	462877	482114	NA	8218.24	8941.12	11246.1	9983.55	7873.52	8844.73	9067.93	13010.2	8618.61	10180.9	11689.9	6011.73	8288.27	442793	427036	530712	394457	501306	461954	331258	607710	404139	346872	485205	418210	563084	383509	281866	325838	249336	253319	325588	305855	347674	282482	300640	273980	281909	299719	277776	287922	328793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P69820	685117	NA	NA	NA	545472	626619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11360	7097.23	9690.59	8984.16	8322.2	9314.95	8095.94	10351.9	14331.4	NA	6522.13	NA	5236.21	1471750	1385040	970969	979767	868397	1106380	1150130	658834	1184460	1005030	901571	464474	276201	382357	123164	139179	142699	163024	90275.3	85973.1	93147.7	95003.8	77170.4	93885.2	92024.8	96540	146465	108240	94631.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0A7P5	136045000	230328000	194932000	141411000	108101000	129582000	216331000	190093000	190807000	224749000	189760000	209163000	193559000	171349000	211082000	185603000	271967	523207	584347	415249	532295	504413	567461	502237	486321	452635	663260	554910	823984	70760500	75935700	70877300	72684100	79580000	72913100	68068000	68712000	77803600	77222200	67222600	93579900	83332400	84208400	101221000	92053400	96696600	112522000	127498000	124532000	141698000	121811000	142831000	124886000	131333000	114302000	91385700	134752000	126235000	17148100	17711000	17493600	21296900	16404400	18592100	19614700	18696700	16053500	19016500	18683200	20454100	21736100	19593200	20188800
P31574	308994	NA	240915	520146	621775	679512	288746	347960	NA	363939	297165	NA	230677	322575	NA	354410	1983.2	2722.2	1600.7	1727	1494.51	1740.04	777.063	2194.56	1423.15	1031.88	2140.56	2265.19	510.123	NA	959331	371586	NA	614912	297870	NA	499669	NA	NA	312603	162358	NA	228260	249817	165759	224238	NA	NA	98791.3	106425	125794	NA	124823	128403	103744	196656	125362	105929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P76227	4038680	1828710	1155620	4225040	5596940	4731210	1633520	1826620	1743030	1590700	1745000	1424140	1414720	1256720	1501910	1498900	60154.4	42917.2	30429.2	70712	43595.6	51689.8	35391.9	21016.5	49333.7	7983.52	23823.2	5972.24	18804.3	9654920	7542430	4961260	13002100	6517770	11177200	10055400	3790220	10311100	6714570	7062850	2047560	1698170	1962560	1461190	2397380	2329250	2433010	777760	1017380	783303	710054	1006260	907445	743742	690245	1770860	788285	777376	1271890	1142960	1260260	1490780	1108020	1824720	1335460	1103010	1120910	1438720	NA	710253	NA	793512	771666
P08839;P32670;P77439	7867630	37664700	29554000	19091700	10093500	10248800	35748500	33175700	35405500	30646500	28743400	45717800	33293800	33314300	35975900	28181300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7091420	9093010	9006270	8721330	30250100	27851100	26796400	28365300	32242400	30119600	33299000	28527100	8772160	29395900	28882800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
